city_development_index,relevent_experience,education_level,experience,last_new_job,training_hours,gender_Female,gender_Male,gender_Other,enrolled_university_Full time course,enrolled_university_No Enrollment,enrolled_university_Part time course,major_discipline_Arts,major_discipline_Business Degree,major_discipline_Humanities,major_discipline_No Major,major_discipline_Other,major_discipline_STEM,major_discipline_Unknown,company_size_Large,company_size_Medium,company_size_Small,company_size_Unknown,company_type_Early Stage Startup,company_type_Funded Startup,company_type_NGO,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,company_type_Unknown,training_per_experience,target
0.92,0,1,7,0,4.48863636973214,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,10.999999999999998,0.0
0.624,1,3,7,2,4.343805421853684,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,9.500000000000002,0.0
0.698,0,3,3,1,4.0943445622221,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,14.749999999999996,0.0
0.804,0,3,0,1,3.784189633918261,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,42.99999999999999,0.0
0.698,1,4,16,1,3.1354942159291497,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,1.2941176470588236,0.0
0.91,0,3,0,1,4.882801922586371,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,130.99999999999997,0.0
0.939,1,4,21,1,1.3862943611198906,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.13636363636363635,1.0
0.92,0,3,5,1,2.833213344056216,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2.6666666666666665,0.0
0.91,0,4,3,1,4.0943445622221,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,14.749999999999996,1.0
0.624,0,2,5,0,4.709530201312334,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,18.33333333333333,1.0
0.878,1,3,5,3,4.61512051684126,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,16.66666666666667,0.0
0.92,0,3,3,1,2.995732273553991,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,4.749999999999999,0.0
0.624,1,3,10,5,3.5553480614894135,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,3.0909090909090904,0.0
0.92,0,3,11,1,3.784189633918261,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,3.5833333333333326,0.0
0.893,1,3,21,1,3.8918202981106265,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,2.1818181818181817,0.0
0.92,1,3,8,3,2.5649493574615367,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1.3333333333333333,0.0
0.92,1,3,14,2,5.572154032177765,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,17.466666666666672,0.0
0.91,1,3,9,2,3.091042453358316,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,2.1000000000000005,0.0
0.804,0,3,1,1,5.25227342804663,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,95.0,0.0
0.91,1,3,16,2,3.7376696182833684,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,2.4117647058823533,0.0
0.624,1,3,2,1,5.407171771460119,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,74.00000000000001,1.0
0.74,0,3,5,2,4.5217885770490405,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,15.16666666666667,0.0
0.802,0,3,9,0,2.70805020110221,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1.4,0.0
0.92,1,4,21,3,4.59511985013459,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,4.454545454545454,0.0
0.939,1,3,21,1,2.995732273553991,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.8636363636363634,0.0
0.92,1,3,12,2,2.9444389791664403,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,1.3846153846153844,0.0
0.92,0,4,10,3,1.3862943611198906,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0.2727272727272727,0.0
0.92,0,3,2,0,4.394449154672439,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,26.666666666666675,0.0
0.91,1,3,2,2,4.477336814478207,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,29.00000000000001,0.0
0.926,1,3,16,1,4.04305126783455,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,3.294117647058824,1.0
0.91,1,3,1,1,5.796057750765372,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,164.0,0.0
0.92,1,3,11,5,2.8903717578961645,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,1.4166666666666663,0.0
0.92,0,3,0,0,4.31748811353631,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,73.99999999999997,0.0
0.92,1,4,11,1,3.6375861597263857,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0833333333333326,0.0
0.926,0,1,5,0,3.970291913552122,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,8.666666666666668,0.0
0.762,1,3,14,1,3.091042453358316,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,1.4000000000000001,0.0
0.926,1,4,14,2,4.532599493153256,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,6.1333333333333355,0.0
0.939,1,4,21,5,2.6390573296152584,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0.5909090909090907,0.0
0.92,1,3,21,1,5.087596335232384,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,7.318181818181816,1.0
0.8959999999999999,1,4,13,0,3.5553480614894135,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,2.428571428571428,0.0
0.92,1,3,21,5,2.1972245773362196,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0.3636363636363637,0.0
0.897,1,5,10,5,5.424950017481403,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,20.54545454545455,0.0
0.579,0,2,3,0,4.189654742026425,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,16.249999999999993,0.0
0.91,1,3,21,1,4.990432586778736,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,6.636363636363635,0.0
0.926,1,3,21,1,3.5553480614894135,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1.5454545454545452,0.0
0.91,1,4,9,1,3.091042453358316,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,2.1000000000000005,0.0
0.804,1,4,10,1,4.442651256490317,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,7.636363636363638,0.0
0.6659999999999999,0,3,0,1,3.828641396489095,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,45.0,0.0
0.92,1,3,8,4,4.736198448394496,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,12.555555555555559,1.0
0.926,0,2,9,0,5.017279836814924,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,15.0,0.0
0.91,1,3,11,1,1.9459101490553132,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0.49999999999999994,0.0
0.92,0,3,15,3,1.6094379124341003,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.24999999999999994,0.0
0.897,1,4,5,1,5.293304824724492,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,32.99999999999999,0.0
0.624,1,3,5,1,4.912654885736052,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,22.50000000000001,0.0
0.92,1,5,9,1,3.713572066704308,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,4.000000000000001,0.0
0.624,1,3,8,1,1.9459101490553132,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0.6666666666666665,1.0
0.92,1,4,21,5,4.07753744390572,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,2.636363636363637,0.0
0.92,1,3,4,1,4.48863636973214,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,17.599999999999998,1.0
0.55,1,4,7,1,3.4011973816621555,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,3.6250000000000004,0.0
0.92,1,3,6,5,5.1298987149230735,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,24.0,0.0
0.926,1,3,10,0,2.833213344056216,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,1.4545454545454546,0.0
0.887,1,3,13,1,5.262690188904886,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,13.714285714285714,0.0
0.92,1,3,9,2,3.6109179126442243,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,3.599999999999999,1.0
0.624,1,3,7,0,3.58351893845611,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,4.375,1.0
0.624,1,3,8,5,3.9889840465642745,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,5.888888888888889,1.0
0.698,0,3,0,1,4.31748811353631,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,73.99999999999997,1.0
0.949,0,4,9,1,4.48863636973214,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,8.799999999999999,0.0
0.92,1,4,21,5,3.784189633918261,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,1.9545454545454541,1.0
0.92,1,3,21,1,3.7376696182833684,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,1.863636363636364,1.0
0.624,1,4,8,4,3.5263605246161616,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,3.6666666666666674,1.0
0.83,0,2,2,0,1.0986122886681098,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,0.6666666666666669,0.0
0.804,1,4,9,2,3.258096538021482,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2.5000000000000004,1.0
0.926,0,2,10,1,3.1354942159291497,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,2.0,0.0
0.92,0,3,15,5,2.1972245773362196,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5000000000000001,0.0
0.91,0,3,1,1,3.7612001156935624,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,21.0,1.0
0.698,0,3,5,0,4.290459441148391,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,11.999999999999998,1.0
0.698,1,3,7,1,5.0106352940962555,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,18.624999999999996,0.0
0.92,1,3,21,5,3.912023005428146,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,2.227272727272727,0.0
0.804,1,2,5,1,4.418840607796598,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,13.666666666666671,0.0
0.939,1,2,11,0,4.143134726391533,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,5.166666666666666,0.0
0.789,1,3,8,1,5.3612921657094255,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,23.555555555555564,1.0
0.855,1,4,15,5,5.176149732573829,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,10.999999999999996,0.0
0.926,0,4,14,1,2.1972245773362196,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5333333333333334,0.0
0.579,1,3,10,0,3.2188758248682006,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,2.1818181818181817,1.0
0.682,0,3,2,2,2.1972245773362196,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2.6666666666666674,1.0
0.804,1,2,6,1,4.605170185988092,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,14.14285714285715,0.0
0.91,1,3,21,5,4.499809670330265,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,4.045454545454546,0.0
0.92,0,3,3,1,3.4965075614664802,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,8.0,0.0
0.789,0,3,5,1,5.056245805348308,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,25.99999999999999,1.0
0.804,0,3,1,1,3.295836866004329,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,13.0,0.0
0.579,0,2,3,0,5.389071729816501,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,54.50000000000001,0.0
0.855,1,4,11,1,1.9459101490553132,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.49999999999999994,0.0
0.926,1,3,3,1,4.007333185232471,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,13.500000000000004,0.0
0.897,0,2,4,2,2.70805020110221,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,2.8,0.0
0.725,0,4,8,1,3.332204510175204,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2.9999999999999996,0.0
0.5579999999999999,1,3,4,2,2.995732273553991,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,3.7999999999999994,0.0
0.897,1,4,9,2,3.871201010907891,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,4.700000000000001,0.0
0.722,0,4,12,5,4.59511985013459,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,7.538461538461537,0.0
0.924,1,4,8,0,3.713572066704308,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,4.4444444444444455,0.0
0.92,1,3,14,2,3.6888794541139363,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,2.6,0.0
0.899,1,3,6,2,3.367295829986474,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,4.000000000000001,1.0
0.926,1,3,6,1,5.209486152841421,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,26.00000000000001,0.0
0.698,0,3,7,2,3.8066624897703196,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,5.499999999999999,0.0
0.899,0,4,16,0,3.58351893845611,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,2.0588235294117645,0.0
0.7959999999999999,1,3,9,1,3.4011973816621555,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,2.9000000000000004,0.0
0.91,0,2,4,1,4.3694478524670215,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,15.6,0.0
0.92,1,3,7,5,4.836281906951478,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,15.625,0.0
0.92,1,3,1,1,3.58351893845611,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,17.5,1.0
0.92,1,3,21,4,4.248495242049359,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,3.1363636363636376,0.0
0.893,1,3,6,1,3.970291913552122,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,7.42857142857143,0.0
0.925,1,3,9,1,4.51085950651685,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,8.999999999999996,0.0
0.855,1,2,17,1,4.04305126783455,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,3.1111111111111116,0.0
0.7759999999999999,1,4,11,1,5.0369526024136295,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,12.750000000000005,0.0
0.738,1,3,5,0,3.713572066704308,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,6.666666666666668,0.0
0.92,1,4,11,5,3.871201010907891,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,3.9166666666666674,0.0
0.624,1,3,6,1,2.8903717578961645,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2.428571428571428,1.0
0.92,1,4,21,5,3.9512437185814275,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2.3181818181818183,1.0
0.91,1,3,21,5,3.1780538303479458,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,1.0454545454545456,0.0
0.924,1,2,21,5,4.394449154672439,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,3.6363636363636376,0.0
0.92,0,5,21,5,2.995732273553991,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0.8636363636363634,0.0
0.913,1,3,10,1,2.0794415416798357,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0.6363636363636362,0.0
0.855,1,3,7,2,4.61512051684126,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,12.500000000000004,1.0
0.527,0,3,5,1,2.772588722239781,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,2.4999999999999996,0.0
0.92,1,3,9,1,2.302585092994046,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.9000000000000001,0.0
0.92,1,4,21,5,3.6109179126442243,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,1.636363636363636,0.0
0.92,1,5,21,1,4.290459441148391,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,3.272727272727272,1.0
0.897,1,4,7,1,1.9459101490553132,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0.7499999999999999,1.0
0.92,1,3,6,1,3.258096538021482,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,3.571428571428572,0.0
0.884,1,4,19,1,3.7376696182833684,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,2.0500000000000003,0.0
0.926,1,2,9,1,3.7612001156935624,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,4.2,0.0
0.92,1,3,12,1,5.25227342804663,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,14.615384615384615,0.0
0.939,0,2,2,0,3.8501476017100584,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,15.33333333333333,0.0
0.893,1,2,21,5,3.58351893845611,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,1.5909090909090908,0.0
0.762,1,3,12,2,4.2626798770413155,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,5.384615384615385,0.0
0.624,1,3,2,0,3.9318256327243257,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,16.666666666666668,1.0
0.92,1,3,9,5,2.833213344056216,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,1.6,0.0
0.624,0,4,5,4,1.9459101490553132,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0.9999999999999999,0.0
0.91,1,3,10,1,2.302585092994046,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0.8181818181818183,0.0
0.926,1,4,21,2,3.5553480614894135,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1.5454545454545452,0.0
0.89,1,2,16,3,3.8918202981106265,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,2.8235294117647056,0.0
0.91,1,2,5,1,4.59511985013459,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,16.333333333333332,1.0
0.624,0,2,4,0,4.31748811353631,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,14.799999999999994,1.0
0.913,1,5,21,5,2.8903717578961645,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.7727272727272726,0.0
0.855,0,3,14,1,5.056245805348308,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,10.399999999999997,0.0
0.897,1,4,5,5,2.1972245773362196,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,1.3333333333333337,0.0
0.924,1,3,6,1,3.828641396489095,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,6.428571428571429,0.0
0.804,0,2,6,1,3.784189633918261,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,6.1428571428571415,0.0
0.804,1,1,11,5,4.3694478524670215,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,6.5,0.0
0.527,1,3,2,0,3.367295829986474,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,9.333333333333334,0.0
0.92,1,3,10,1,3.8066624897703196,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,3.9999999999999996,0.0
0.743,1,3,12,3,4.61512051684126,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,7.692307692307694,0.0
0.836,1,4,17,1,4.762173934797756,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,6.444444444444446,0.0
0.92,1,3,16,1,3.8918202981106265,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,2.8235294117647056,0.0
0.527,0,3,3,1,3.4339872044851463,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,7.5,0.0
0.92,1,3,5,1,2.8903717578961645,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,2.8333333333333326,1.0
0.624,1,3,3,1,3.9889840465642745,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,13.250000000000002,1.0
0.878,1,2,17,1,3.5553480614894135,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,1.8888888888888884,0.0
0.92,1,3,6,1,3.091042453358316,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,3.0000000000000004,0.0
0.92,1,3,6,2,5.003946305945459,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,21.142857142857142,0.0
0.92,1,3,6,1,3.295836866004329,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,3.7142857142857144,0.0
0.887,1,4,6,1,3.8066624897703196,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,6.285714285714285,0.0
0.924,1,3,6,1,4.465908118654584,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,12.285714285714286,0.0
0.6659999999999999,1,3,12,5,3.4965075614664802,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,2.4615384615384617,0.0
0.92,1,3,21,3,3.58351893845611,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1.5909090909090908,0.0
0.926,1,4,14,1,3.1780538303479458,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1.5333333333333337,1.0
0.92,1,3,21,5,2.0794415416798357,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0.3181818181818181,0.0
0.884,1,3,21,2,1.9459101490553132,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0.2727272727272727,1.0
0.92,1,3,5,2,4.430816798843313,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,13.83333333333333,0.0
0.698,0,3,5,1,3.2188758248682006,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,3.9999999999999996,0.0
0.92,1,3,2,1,4.574710978503383,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,32.0,0.0
